,Doctor's Name,speciality,Facility.Name,,
1990,"Dr. George Gillen, DDS",Dentist,Emerson Hospital -,,
1991,"Dr. Jaskaren Randhawa, DMD",Dentist,Beth Israel Deaconess Medical Center,,
1992,"Dr. Benjamin Schwartz, DDS, FAGD",Dentist,New England Baptist Hospital,,
1993,"Dr. Lenore Ribalt, DMD",Dentist,Milford Regional Medical Center,,
1994,"Dr. Antonio Cutlatsakes, DDS",Dentist,Heywood Hospital -,,
1995,"Dr. Celeste McDonald, DDS",Dentist,Nashoba Valley Medical Center,,
1996,"Dr. Shreshtha Ramanlal, DMD",Dentist,South Shore Hospital,,
1997,"Dr. Karina Zaygermakher, DMD",Dentist,Newton-wellesley Hospital,,
1998,"Dr. Garo Nazarian, DDS",Dentist,Winchester Hospital,,
1999,"Dr. Katie Nemirovsky, DMD",Dentist,Beth Israel Deaconess Hospital-milton Inc,,
2000,"Dr. Kristen Gratzel, DMD",Dentist,Brigham And Women's Hospital,,
2001,"Dr. Careen Fletcher, DMD",Dentist,Good Samaritan Medical Center,,
2002,"Dr. Alla Dorfman, DDS",Dentist,Tufts Medical Center,,
2003,"Dr. Judita Zibuts, DDS",Dentist,Brigham And Women's Faulkner Hospital,,
2004,"Dr. Yuliya Rabinovich, DDS",Dentist,Norwood Hospital,,
2005,"Dr. Zoe Mattana, DDS",Dentist,Falmouth Hospital,,
2006,"Dr. Revital Kleiman, DDS",Dentist,Umass Memorial Medical Center Inc,,
2007,"Dr. Komal Suri, DDS",Dentist,"Lahey Hospital & Medical Center, Burlington",,
2008,"Dr. Natalie McCrackin, DDS",Dentist,Metrowest Medical Center,,
2009,"Dr. Karen Erani, DMD",Dentist,St Vincent Hospital,,
2010,"Dr. Jaskaren Randhawa, DMD",Dentist,Nantucket Cottage Hospital,,
2011,"Dr. Julie Hassid, DMD",Dentist,Martha's Vineyard Hospital Inc,,
2012,"Dr. Sandra Weinstein-Schoenbach, DMD",Dentist,Fairview Hospital,,
2013,"Dr. Joshua Rubin, DDS",Dentist,Athol Memorial Hospital,,
2014,"Dr. Sonia Kohli, DDS",Dentist,Franciscan Children's Hospital & Rehab Center,,
2015,"Dr. Clara Lee, DDS",Dentist,Boston Children's Hospital,,
2016,"Dr. Mirjana Sadeghi, DDS",Dentist,Shriners' Hospital For Children (the),,
2017,"Dr. Romney Piamonte, DDS",Dentist,"Shriners' Hospital For Children - Boston, The",,
2018,"Dr. Roshani Patel, DMD",Dentist,St Mary Mercy Hospital,,
2019,"Dr. Annie Xu, DMD",Dentist,Spectrum Health Zeeland Community Hospital,,
2020,"Dr. Mehrdad Noorani, DMD",Dentist,Promedica Bixby Hospital,,
2021,"Dr. Zoe Mattana, DDS",Dentist,Pontiac General Hospital,,
2022,"Dr. Allison Moses, DDS",Dentist,Three Rivers Health,,
2023,"Dr. Tuyen Lehmann, DDS",Dentist,Bronson Methodist Hospital,,
2024,"Dr. Bisma Sohail, DMD",Dentist,Providence - Providence Park Hospital,,
2025,"Dr. Frank DiCicco, DMD",Dentist,Beaumont Hospital - Dearborn,,
2026,"Dr. Tina Frangella, DDS",Dentist,"Lakeland Hospital, St Joseph",,
2027,"Dr. Hyun Kyu Song, DDS",Dentist,Promedica Coldwater Regional Hospital,,
2028,"Dr. Sara Jeffrey, DMD",Dentist,Sinai-grace Hospital,,
2029,"Dr. Joanne Lee, DDS",Dentist,St Joseph Mercy Oakland,,
2030,"Dr. Sharon Huang, DDS",Dentist,Midmichigan Medical Center-gratiot,,
2031,"Dr. Ziwei Gao, DDS",Dentist,Lake Huron Medical Center,,
2032,"Dr. Olga Sobol, DDS",Dentist,Spectrum Health United Hospital,,
2033,"Dr. K George Lee, DDS",Dentist,Midmichigan Medical Center - Alpena,,
2034,"Dr. Clarice Chang, DDS",Dentist,Hillsdale Hospital,,
2035,"Dr. Bridget Glazarov, DDS",Dentist,Spectrum Health - Butterworth Campus,,
2036,"Dr. Demetrios Mihalos, DDS",Dentist,Spectrum Health Pennock,,
2037,"Dr. Behnaz Garemani, DDS",Dentist,Mclaren Bay Region,,
2038,"Dr. Michelle Shimonova, DDS",Dentist,University Of Michigan Health System,,
2039,"Dr. Simone Gelman, DDS",Dentist,Henry Ford Macomb Hospital,,
2040,"Dr. Shweta Verma, DDS",Dentist,Henry Ford Hospital,,
2041,"Dr. Alexandra Pantzis, DDS",Dentist,Up Health System - Marquette,,
2042,"Dr. Michael A. Bruno, DDS",Dentist,Dickinson County Memorial Hospital,,
2043,"Dr. Christine Ding, DMD",Dentist,Munson Healthcare Grayling Hospital,,
2044,"Dr. Maria Campos, DDS",Dentist,Saint Mary's Health Care,,
2045,"Dr. Simon Roytberg, DDS",Dentist,Mercy Health Muskegon,,
2046,"Dr. John Hong, DMD",Dentist,Saint Joseph Mercy Livingston Hospital,,
2047,"Dr. Rajesh Kamdar, DDS",Dentist,Covenant Medical Center,,
2048,"Dr. Aaron Moskowitz, DDS",Dentist,Straith Hospital For Special Surgery,,
2049,"Dr. Michael Cohn, OD",Optometrist,Holland Community Hospital,,
2050,"Dr. Russell Levine, MD",Ophthalmologist,Bronson Battle Creek Hospital,,
2051,"Dr. Jennifer Tsai, OD",Optometrist,St Mary's Of Michigan Medical Center,,
2052,"Dr. Krishna Patel, OD",Optometrist,Lakeland Hospital Watervliet,,
2053,"Dr. Yoonsung Kim, OD",Optometrist,Mclaren Central Michigan,,
2054,"Dr. Nicole Sangani, OD",Optometrist,Munson Healthcare Cadillac Hospital,,
2055,"Dr. Deeba Chaudri, OD",Optometrist,Bronson South Haven Hospital,,
2056,"Dr. Leeber Cohen, MD",Ophthalmologist,"Beaumont Hospital, Grosse Pointe",,
2057,"Dr. Seema Amin, OD",Optometrist,Henry Ford Allegiance Health,,
2058,"Dr. Andrew Tang, OD",Optometrist,Spectrum Health Big Rapids Hospital,,
2059,"Dr. Kevin Murtha, OD",Optometrist,Midmichigan Medical Center - West Branch,,
2060,"Dr. Louis Sarantakos, OD",Optometrist,Sturgis Hospital,,
2061,"Dr. Allie Nadelson, MD",Ophthalmologist,Munson Medical Center,,
2062,"Dr. Kirk Kaupke, OD",Optometrist,Promedica Monroe Regional Hospital,,
2063,"Dr. Dalia Nagel, MD",Ophthalmologist,Tawas St Joseph Hospital,,
2064,"Dr. Samuel Wong, MD",Ophthalmologist,Harper University Hospital,,
2065,"Dr. Krishna Patel, OD",Optometrist,Mclaren Northern Michigan,,
2066,"Dr. Azzrah Thobani, OD",Optometrist,Up Health System Portage,,
2067,"Dr. Lisa Declemente, OD",Optometrist,Spectrum Health Ludington Hospital,,
2068,"Dr. Lisa Declemente, OD",Optometrist,Borgess Medical Center,,
2069,"Dr. Oscar Leis, OD",Optometrist,Mclaren Thumb Region,,
2070,"Dr. Neil Schafran, OD",Optometrist,Memorial Healthcare,,
2071,"Dr. Jay Yoon, OD",Optometrist,"Beaumont Hospital, Royal Oak",,
2072,"Dr. Vanessa Hernandez, OD",Optometrist,Hurley Medical Center,,
2073,"Dr. Elaine Chu, OD",Optometrist,Munson Healthcare Otsego Memorial Hospital,,
2074,"Dr. Idil Bilgin, OD",Optometrist,Mclaren Flint,,
2075,"Dr. Priti Batta, MD",Cornea & External Diseases Specialist,Beaumont Hospital - Wayne,,
2076,"Dr. Christopher Coad, MD, FACS",Ophthalmologist,Forest Health Medical Center,,
2077,"Dr. Stephen Rozenberg, OD",Optometrist,Henry Ford Wyandotte Hospital,,
2078,"Dr. Robert Behan, OD",Optometrist,Beaumont Hospital - Farmington Hills,,
2079,"Dr. Elena Rosen, OD",Optometrist,St Joseph Mercy Hospital,,
2080,"Dr. Andrew Salzan, OD",Optometrist,Ascension St John Hospital,,
2081,"Dr. Yuna Rapoport, MD, MPH",Ophthalmologist,Mclaren Greater Lansing,,
2082,"Dr. Lara Mendelssohn, OD",Optometrist,North Ottawa Community Health System,,
2083,"Dr. Lawrence Pape, MD",Ophthalmologist,Beaumont Hospital - Trenton,,
2084,"Dr. Dalia Nagel, MD",Ophthalmologist,Midmichigan Medical Center-clare,,
2085,"Dr. Lawrence Forgacs, OD",Optometrist,Mclaren Lapeer Region,,
2086,"Dr. Anthony Curreri, MD",Ophthalmologist,St John Macomb-oakland Hospital-macomb Center,,
2087,"Dr. Michel Moulin, MD",Ophthalmologist,Genesys Regional Medical Center - Health Park,,
2088,"Dr. Debra Guthrie, MD",Ophthalmologist,Mclaren Oakland,,
2089,"Dr. Alan Schlussel, OD",Optometrist,Sparrow Carson Hospital,,
2090,"Dr. David Gross, OD",Optometrist,Mclaren Port Huron,,
2091,"Dr. Lisa Declemente, OD",Optometrist,Oaklawn Hospital,,
2092,"Dr. Angie Wen, MD",Refractive Surgeon,Midmichigan Medical Center-midland,,
2093,"Dr. John Rocco Robilotto, OD, PhD",Optometrist,Mclaren Macomb,,
2094,"Dr. George A. Zikos, OD, MS",Optometrist,Edward W Sparrow Hospital,,
2095,"Dr. Relly Chern, MD",Ophthalmologist,Metro Health Hospital,,
2096,"Dr. John Rocco Robilotto, OD, PhD",Optometrist,Chippewa County War Memorial Hospital,,
2097,"Dr. Brandon Harnos, OD",Optometrist,St John River District Hospital,,
2098,"Dr. Sandra Belmont, MD",Ophthalmologist,Garden City Hospital,,
2099,"Dr. George A. Zikos, OD, MS",Optometrist,Ascension Crittenton Hospital,,
2100,"Dr. Albert Joseph Rudick, MD",Ophthalmologist,St Joseph Mercy Chelsea,,
2101,"Dr. Hanish Patel, OD, FAAO",Optometrist,Southeast Michigan Surgical Hospital,,
2102,"Dr. Robert Auerbach, MD",Ophthalmologist,"Beaumont Hospital, Troy",,
2103,"Dr. Hanish Patel, OD, FAAO",Optometrist,Beaumont Hospital - Taylor,,
2104,"Dr. Sean C. Fein, OD",Optometrist,Detroit Receiving Hospital & Univ Health Center,,
2105,"Dr. Lina Cawog, OD",Optometrist,Healthsource Saginaw,,
2106,"Dr. Nadine (Jamal) Eisenberg, OD",Optometrist,Huron Valley-sinai Hospital,,
2107,"Dr. Jinyoung Choe, OD",Optometrist,Brighton Hospital,,
2108,"Dr. Darren Wallis, OD",Optometrist,Karmanos Cancer Center,,
2109,"Dr. Rachel Goretsky, OD",Optometrist,Oakland Regional Hospital,,
2110,"Dr. Jonathan Ellant, MD",Ophthalmologist,Henry Ford West Bloomfield Hospital,,
2111,"Dr. Elena Geller, MD",Oculoplastic Surgeon,Munson Healthcare Manistee Hospital,,
2112,"Dr. Marc Rubinstein, MD",Ophthalmologist,Paul Oliver Memorial Hospital,,
2113,"Dr. Mary Wu, OD",Optometrist,Kalkaska Memorial Health Center,,
2114,"Dr. Marissa Israel, OD",Optometrist,Schoolcraft Memorial Hospital,,
2115,"Dr. Ari Weitzner, MD",Ophthalmologist,Helen Newberry Joy Hospital,,
2116,"Dr. Jacob Nachum, OD",Optometrist,Saint Mary's Standish Community Hospital,,
2117,"Dr. Wenny Tan, OD",Optometrist,Mackinac Straits Hospital And Health Center,,
2118,"Dr. Scott Weissman, MD",Ophthalmologist,Baraga County Memorial Hospital,,
2119,"Dr. Allie Nadelson, MD",Ophthalmologist,Munising Memorial Hospital,,
2120,"Dr. Emily Kus, OD",Optometrist,"Aspirus Ontonagon Hospital, Inc",,
2121,"Dr. Elena Geller, MD",Oculoplastic Surgeon,Scheurer Hospital,,
2122,"Dr. Robert Ritch, MD",Ophthalmologist,Deckerville Community Hospital,,
2123,"Dr. Mijin Sohn, OD",Optometrist,Sheridan Community Hospital,,
2124,"Dr. Michael Newton, MD",Ophthalmologist,Harbor Beach Community Hospital,,
2125,"Dr. Hindola Konrad, MD",Ophthalmologist,Mckenzie Health System,,
2126,"Dr. Yuna Rapoport, MD, MPH",Ophthalmologist,Ascension Borgess Lee Hospital,,
2127,"Dr. Albert Joseph Rudick, MD",Ophthalmologist,Hills & Dales General Hospital,,
2128,"Dr. Rachel Goretsky, OD",Optometrist,Spectrum Health Kelsey Hospital,,
2129,"Dr. Elena Geller, MD",Oculoplastic Surgeon,"Aspirus Iron River Hospital & Clinics, Inc",,
2130,"Dr. Shrishyla (Shri) Yelgar, OD",Optometrist,Aspirus Keweenaw Hospital,,
2131,"Dr. Robert Friedman, MD",Ophthalmologist,Mercy Health Lakeshore Campus,,
2132,"Dr. Alan Kurfirst, OD",Optometrist,Bell Hospital,,
2133,"Dr. Jennifer Colavito, OD",Optometrist,Munson Healthcare Charlevoix Hospital,,
2134,"Dr. Leonard Bley, MD",Ophthalmologist,Spectrum Health Reed City Hospital,,
2135,"Dr. Maureen O'Dwyer, OD",Optometrist,Eaton Rapids Medical Center,,
2136,"Dr. Dalia Nagel, MD",Ophthalmologist,Midmichigan Medical Center-gladwin,,
2137,"Dr. H. Jay Wisnicki, MD",Pediatric / Strabismus Eye Doctor,Sparrow Clinton Hospital,,
2138,"Dr. Gregory Borukhov, OD",Optometrist,Hayes Green Beach Memorial Hospital,,
2139,"Dr. Aaron Mandel, OD",Optometrist,Allegan General Hospital,,
2140,"Dr. Warren Appleman, MD",Ophthalmologist,Mclaren Caro Region,,
2141,"Dr. Natan Dorfman, OD",Optometrist,Marlette Regional Hospital,,
2142,"Dr. Jacqueline W. Muller, MD",Ophthalmologist,Sparrow Ionia Hospital,,
2143,"Dr. Ravi Parikh, MD",Retina Specialist (Medical),Bronson Lakeview Hospital,,
2144,"Dr. Victoria Kravchenko, OD",Optometrist,Aspirus Ironwood Hospital,,
2145,"Dr. Kelsey Butler, OD",Optometrist,Promedica Herrick Hospital,,
2146,"Dr. Idil Bilgin, OD",Optometrist,St Francis Hospital,,
2147,"Dr. Dina (Iskander) Morar, OD",Optometrist,Spectrum Health Gerber Memorial,,
2148,"Dr. Nancy Choe, OD",Optometrist,Children's Hospital Of Michigan,,
2149,"Dr. Benjamin Whigham, MD",Ophthalmologist,North Memorial Medical Center,,
2150,"Dr. Sarika Mehta, OD",Optometrist,Essentia Health St Mary's Medical Center,,
2151,"Dr. Elaine Yee, OD",Optometrist,Hennepin County Medical Center 1,,
2152,"Dr. Sajid Malik, MD, FACS, FACP",Ophthalmologist,Olmsted Medical Center,,
2153,"Dr. Nancy Choe, OD",Optometrist,Mayo Clinic Hospital Rochester,,
2154,"Dr. Dina (Iskander) Morar, OD",Optometrist,Northfield Hospital,,
2155,"Dr. Dina (Iskander) Morar, OD",Optometrist,Mayo Clinic Health System - Red Wing,,
2156,"Dr. Kristen Saggese, OD",Optometrist,Essentia Health Duluth,,
2157,"Dr. Eric Dessner, MD",Ophthalmologist,Cambridge Medical Center,,
2158,"Dr. Christine Law, OD",Optometrist,Sanford Worthington Medical Center,,
2159,"Dr. Maria Basile, MD",Ophthalmologist,Douglas County Hospital,,
2160,"Dr. Maria Basile, MD",Ophthalmologist,St Cloud Hospital,,
2161,"Dr. Miriam Madry, OD",Optometrist,United Hospital,,
2162,"Dr. Edward Rubinchik, MD",Ophthalmologist,University Medical Center-mesabi/ Mesaba Clinics,,
2163,"Dr. Jennifer Cohen, OD",Optometrist,Mayo Clinic Health System - Albert Lea And Austin,,
2164,"Dr. Darren Wallis, OD",Optometrist,Winona Health Services,,
2165,"Dr. Ryan Ngo, OD",Optometrist,St Lukes Hospital,,
2166,"Dr. Brittni Rodriguez, OD",Optometrist,Fairview Lakes Medical Center,,
2167,"Dr. Joseph Sturm, MD",Ophthalmologist,Lake Region Healthcare Corporation,,
2168,"Dr. Minh Vu, OD",Optometrist,Park Nicollet Methodist Hospital,,
2169,"Dr. Maria Basile, MD",Ophthalmologist,Ridgeview Medical Center,,
2170,"Dr. Maria Basile, MD",Ophthalmologist,Abbott Northwestern Hospital,,
2171,"Dr. Sherry Liu, OD",Optometrist,Regina Hospital,,
2172,"Dr. Samuel Wong, MD",Ophthalmologist,St Joseph's Hospital,,
2173,"Dr. Minh Vu, OD",Optometrist,Grand Itasca Clinic And Hospital,,
2174,"Dr. Jennifer Cohen, OD",Optometrist,Lakeview Memorial Hospital,,
2175,"Dr. John Mitchell, MD",Neuro-Ophthalmologist,Owatonna Hospital,,
2176,"Dr. Michael Block, OD",Optometrist,District One Hospital,,
2177,"Dr. Jennifer Tsai, OD",Optometrist,Essentia Health St Joseph's Medical Center,,
2178,"Dr. Michael Kakzanov, OD",Optometrist,Buffalo Hospital,,
2179,"Dr. Douglas Friedrich, MD",Ophthalmologist,Fairview Southdale Hospital,,
2180,"Dr. Douglas Friedrich, MD",Ophthalmologist,"University Of Minnesota  Medical Center, Fairview",,
2181,"Dr. Aliya Hot, OD",Optometrist,Essentia Health Virginia,,
2182,"Dr. Jin Chiu, OD",Optometrist,Carris Health Llc,,
2183,"Dr. Emily Moriarty, MD",Ophthalmologist,Mayo Clinic Health System - Mankato,,
2184,"Dr. Rajat Shetty, OD",Optometrist,Sanford Bemidji Medical Center,,
2185,"Dr. Vladimir Dvoretsky, OD",Optometrist,Essentia Health St Marys - Detroit Lakes,,
2186,"Dr. Howard Kornstein, MD",Ophthalmologist,St Francis Regional Medical Center,,
2187,"Dr. Wendy Josephs, OD",Optometrist,Regions Hospital,,
2188,"Dr. Sagar Dhandia, OD",Optometrist,Mercy Hospital,,
2189,"Dr. Luana Menezes, OD",Optometrist,Fairview Northland Regional Hospital,,
2190,"Dr. Jessica Fleishman, MD",Ophthalmologist,Mayo Clinic Health System - Fairmont,,
2191,"Dr. Millie Fell, MD, FACS",Retina Specialist (Medical),Hutchinson Health,,
2192,"Dr. Marcia Tapper-Rosenberg, MD",Ophthalmologist,Phillips Eye Institute,,
2193,"Dr. Adam Schneiderman, MD",Ophthalmologist,Red Lake Hospital A,,
2194,"Dr. Alan Schlussel, OD",Optometrist,Fairview Ridges Hospital,,
2195,"Dr. S. Awad, OD",Optometrist,Healtheast St John's Hospital,,
2196,"Dr. Alexander Rabinovich, MD",Oculoplastic Surgeon,Healtheast Woodwinds Hospital,,
2197,"Dr. Adebukola Adebayo, MD",Ophthalmologist,Maple Grove Hospital,,
2198,"Dr. Gina DeBenedetto, OD",Optometrist,Mahnomen Health Center,,
2199,"Dr. Beatrice Whitaker, MD",Ophthalmologist,Lakewood Health Center,,
2200,"Dr. Sabina Oboukova, OD",Optometrist,Sanford Westbrook Medical Center,,
2201,"Dr. Angie Wen, MD",Refractive Surgeon,Sanford Tracy Medical Center,,
2202,"Dr. Joseph Sturm, MD",Ophthalmologist,Sanford Medical Center Wheaton,,
2203,"Dr. Vladimir Dvoretsky, OD",Optometrist,Riverwood Healthcare Center,,
2204,"Dr. Valentina Yanovskiy, OD",Optometrist,Renville County Hospital And Clinics,,
2205,"Dr. Joseph Bistricer, OD",Optometrist,Lake View Memorial Hospital,,
2206,"Dr. Ching Man (Erika) Chung, OD",Optometrist,Essentia Health Sandstone,,
2207,"Dr. Angela Dussan, OD",Optometrist,Ridgeview Sibley Medical Center,,
2208,"Dr. Dmitry Gurevich, OD",Optometrist,Cook Hospital,,
2209,"Dr. Richard Scott Russell, MD",Ophthalmologist,Essentia Health Ada,,
2210,"Dr. Scott Tisdale, OD",Optometrist,Johnson Memorial Hospital,,
2211,"Dr. Arthur Bukhatetsky, OD",Optometrist,Sanford Jackson Medical Center,,
2212,"Dr. Cindy Serra, OD",Optometrist,Bigfork Valley Hospital,,
2213,"Dr. Izak Herschitz, MD",Ophthalmologist,North Shore Health,,
2214,"Dr. Tak Yee Tania Tai, MD",Glaucoma Specialist,Ely Bloomenson Community Hospital,,
2215,"Dr. Abraham Zlatin, OD",Optometrist,Murray County Memorial Hospital,,
2216,"Dr. Izak Herschitz, MD",Ophthalmologist,Riverview Hospital,,
2217,"Dr. Elena Schmidt, OD",Optometrist,Essentia Health Holy Trinity Hospital,,
2218,"Dr. Gregory Pamel, MD",Refractive Surgeon,Rainy Lake Medical Center,,
2219,"Dr. Rimma Kapatsinskaya, OD",Optometrist,Madelia Community Hospital,,
2220,"Dr. Rachel Mindin, OD",Optometrist,Chippewa County Hospital,,
2221,"Dr. Simona Korik-Barrett, OD",Optometrist,Centracare Health System - Long Prairie,,
2222,"Dr. Akhilesh Singh, MD",Ophthalmologist,Sleepy Eye Municipal Hospital,,
2223,"Dr. Rajat Shetty, OD",Optometrist,Sanford Bagley Medical Center,,
2224,"Dr. Daniel Khodadadian, MD",Ophthalmologist,Lakewood Health System,,
2225,"Dr. Kim Le, MD",Ophthalmologist,Centracare Health System - Melrose Hospital,,
2226,"Dr. Mark Avinoam Bitton, MD",Ophthalmologist,Windom Area Hospital,,
2227,"Dr. Julius Shulman, MD",Ophthalmologist,Mayo Clinic Health System - St James,,
2228,"Dr. Samuel Miller, MD",Ophthalmologist,River's Edge Hospital & Clinic,,
2229,"Dr. Samuel Miller, MD",Ophthalmologist,St Elizabeth Medical Center,,
2230,"Dr. Aliye Vayner, OD",Optometrist,Kittson Memorial Hospital,,
2231,"Dr. Lucy Cederholm, OD",Optometrist,North Valley Health Center,,
2232,"Dr. Saniya Shoaib, OD",Optometrist,Mayo Clinic Health System - Lake City,,
2233,"Dr. Robert Ancona, OD",Optometrist,Hendricks Community Hospital,,
2234,"Dr. Beverly Hochstadt-Kansky, OD",Optometrist,Essentia Health Northern Pines Medical Center,,
2235,"Dr. Angelica Delgado, OD",Optometrist,Appleton Municipal Hospital,,
2236,"Dr. Kirk Kaupke, OD",Optometrist,Ortonville Area Health Services,,
2237,"Dr. John Pilavas, MD",Refractive Surgeon,Municipal Hospital And Granite Manor,,
2238,"Dr. Sajid Malik, MD, FACS, FACP",Ophthalmologist,Lifecare Medical Center,,
2239,"Dr. Matthew Pabis, MD",Family Physician,Mayo Clinic Health System-waseca,,
2240,"Dr. Felix Chien, DO",Family Physician,Mayo Clinic Health System-cannon Falls,,
2241,"Dr. Felix Chien, DO",Family Physician,Sanford Canby Medical Center,,
2242,"Godfrey Aneke, NP",Family Nurse Practitioner,Avera Tyler Hospital,,
2243,"Dr. Syra Hanif, MD",Family Physician,Centra Care Health Paynesville,,
2244,"Sarah Delaney, NP",Adult Psychiatric & Mental Health Nurse Practitioner,Mercy Hospital,,
2245,"Dora Perez, NP",Nurse Practitioner,Redwood Area Hospital,,
2246,"Dr. Terry Wayne Fonville, MD",Primary Care Doctor,Mayo Clinic Health System-springfield,,
2247,"Jordana Cotton, DNP",Adult Psychiatric & Mental Health Nurse Practitioner,Cuyuna Regional Medical Center,,
